1.953125e-03	1.000000e+01	0.000000e+00	1.000000e+00
5.859375e-03	1.000000e+01	0.000000e+00	1.000000e+00
9.765625e-03	1.000000e+01	0.000000e+00	1.000000e+00
1.367188e-02	1.000000e+01	0.000000e+00	1.000000e+00
1.757812e-02	1.000000e+01	0.000000e+00	1.000000e+00
2.148438e-02	1.000000e+01	0.000000e+00	1.000000e+00
2.539062e-02	1.000000e+01	0.000000e+00	1.000000e+00
2.929688e-02	1.000000e+01	0.000000e+00	1.000000e+00
3.320312e-02	1.000000e+01	0.000000e+00	1.000000e+00
3.710938e-02	1.000000e+01	0.000000e+00	1.000000e+00
4.101562e-02	1.000000e+01	0.000000e+00	1.000000e+00
4.492188e-02	1.000000e+01	0.000000e+00	1.000000e+00
4.882812e-02	1.000000e+01	0.000000e+00	1.000000e+00
5.273438e-02	1.000000e+01	0.000000e+00	1.000000e+00
5.664062e-02	1.000000e+01	0.000000e+00	1.000000e+00
6.054688e-02	1.000000e+01	0.000000e+00	1.000000e+00
6.445312e-02	1.000000e+01	0.000000e+00	1.000000e+00
6.835938e-02	1.000000e+01	0.000000e+00	1.000000e+00
7.226562e-02	1.000000e+01	0.000000e+00	1.000000e+00
7.617188e-02	1.000000e+01	0.000000e+00	1.000000e+00
8.007812e-02	1.000000e+01	0.000000e+00	1.000000e+00
8.398438e-02	1.000000e+01	0.000000e+00	1.000000e+00
8.789062e-02	1.000000e+01	0.000000e+00	1.000000e+00
9.179688e-02	1.000000e+01	0.000000e+00	1.000000e+00
9.570312e-02	1.000000e+01	0.000000e+00	1.000000e+00
9.960938e-02	1.000000e+01	0.000000e+00	1.000000e+00
1.035156e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.074219e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.113281e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.152344e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.191406e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.230469e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.269531e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.308594e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.347656e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.386719e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.425781e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.464844e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.503906e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.542969e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.582031e-01	1.000000e+01	0.000000e+00	1.000000e+00
1.621094e-01	1.000000e+01	0.000000e+00	1.000000e+00
